sub_bucket_id,gene
emt_maintenance_louvain_16,IL26
emt_maintenance_louvain_16,IRF9
emt_maintenance_louvain_17,CCL13
emt_maintenance_louvain_17,CCL19
emt_maintenance_louvain_17,CCL21
emt_maintenance_louvain_17,CCL4
emt_maintenance_louvain_17,CCL4L1
emt_maintenance_louvain_17,CD19
emt_maintenance_louvain_17,CLCF1
emt_maintenance_louvain_17,CNTF
emt_maintenance_louvain_17,CNTFR
emt_maintenance_louvain_17,CRLF2
emt_maintenance_louvain_17,CSF2
emt_maintenance_louvain_17,CSF2RA
emt_maintenance_louvain_17,CSF2RB
emt_maintenance_louvain_17,CSF3
emt_maintenance_louvain_17,CSF3R
emt_maintenance_louvain_17,CSH1
emt_maintenance_louvain_17,CSH2
emt_maintenance_louvain_17,CSHL1
emt_maintenance_louvain_17,CTF1
emt_maintenance_louvain_17,CXCL1
emt_maintenance_louvain_17,CXCL2
emt_maintenance_louvain_17,CXCL3
emt_maintenance_louvain_17,CXCL8
emt_maintenance_louvain_17,EPO
emt_maintenance_louvain_17,EPOR
emt_maintenance_louvain_17,GH1
emt_maintenance_louvain_17,GH2
emt_maintenance_louvain_17,GHR
emt_maintenance_louvain_17,IFNG
emt_maintenance_louvain_17,IL10
emt_maintenance_louvain_17,IL11
emt_maintenance_louvain_17,IL11RA
emt_maintenance_louvain_17,IL12A
emt_maintenance_louvain_17,IL12B
emt_maintenance_louvain_17,IL12RB1
emt_maintenance_louvain_17,IL12RB2
emt_maintenance_louvain_17,IL13
emt_maintenance_louvain_17,IL13RA1
emt_maintenance_louvain_17,IL13RA2
emt_maintenance_louvain_17,IL15
emt_maintenance_louvain_17,IL15RA
emt_maintenance_louvain_17,IL1A
emt_maintenance_louvain_17,IL1B
emt_maintenance_louvain_17,IL1R1
emt_maintenance_louvain_17,IL2
emt_maintenance_louvain_17,IL21
emt_maintenance_louvain_17,IL21R
emt_maintenance_louvain_17,IL23A
emt_maintenance_louvain_17,IL23R
emt_maintenance_louvain_17,IL27
emt_maintenance_louvain_17,IL27RA
emt_maintenance_louvain_17,IL2RA
emt_maintenance_louvain_17,IL2RB
emt_maintenance_louvain_17,IL2RG
emt_maintenance_louvain_17,IL3
emt_maintenance_louvain_17,IL31
emt_maintenance_louvain_17,IL31RA
emt_maintenance_louvain_17,IL3RA
emt_maintenance_louvain_17,IL4
emt_maintenance_louvain_17,IL4R
emt_maintenance_louvain_17,IL5
emt_maintenance_louvain_17,IL5RA
emt_maintenance_louvain_17,IL6
emt_maintenance_louvain_17,IL6R
emt_maintenance_louvain_17,IL6ST
emt_maintenance_louvain_17,IL7
emt_maintenance_louvain_17,IL7R
emt_maintenance_louvain_17,IL9
emt_maintenance_louvain_17,IL9R
emt_maintenance_louvain_17,LEP
emt_maintenance_louvain_17,LEPR
emt_maintenance_louvain_17,LIF
emt_maintenance_louvain_17,LIFR
emt_maintenance_louvain_17,MPL
emt_maintenance_louvain_17,OSM
emt_maintenance_louvain_17,OSMR
emt_maintenance_louvain_17,PRL
emt_maintenance_louvain_17,PRLR
emt_maintenance_louvain_17,THPO
emt_maintenance_louvain_17,TSLP
epithelial_markers_louvain_0,ACTB
epithelial_markers_louvain_0,ACVR2A
epithelial_markers_louvain_0,CEP170
epithelial_markers_louvain_0,CORO2A
epithelial_markers_louvain_0,CSF3
epithelial_markers_louvain_0,CYB561
epithelial_markers_louvain_0,CYBB
epithelial_markers_louvain_0,DCN
epithelial_markers_louvain_0,DHCR24
epithelial_markers_louvain_0,DSPP
epithelial_markers_louvain_0,EGFR
epithelial_markers_louvain_0,EPB41L4B
epithelial_markers_louvain_0,FAM174B
epithelial_markers_louvain_0,HDHD3
epithelial_markers_louvain_0,IL20RA
epithelial_markers_louvain_0,INAVA
epithelial_markers_louvain_0,LRP6
epithelial_markers_louvain_0,MANSC1
epithelial_markers_louvain_0,MAP7
epithelial_markers_louvain_0,MAPK1
epithelial_markers_louvain_0,MAPK13
epithelial_markers_louvain_0,MDM2
epithelial_markers_louvain_0,NT5E
epithelial_markers_louvain_0,PTPRF
epithelial_markers_louvain_0,RGMA
epithelial_markers_louvain_0,RSPO4
epithelial_markers_louvain_0,RXRA
epithelial_markers_louvain_0,THBS1
epithelial_markers_louvain_0,TOM1L1
epithelial_markers_louvain_0,TUFT1
epithelial_markers_louvain_0,YWHAE
epithelial_markers_louvain_1,ABCC3
epithelial_markers_louvain_1,ABHD11
epithelial_markers_louvain_1,AGR2
epithelial_markers_louvain_1,AKR1B10
epithelial_markers_louvain_1,ARHGAP32
epithelial_markers_louvain_1,ARHGAP8
epithelial_markers_louvain_1,AZGP1
epithelial_markers_louvain_1,BIK
epithelial_markers_louvain_1,CD24
epithelial_markers_louvain_1,CDS1
epithelial_markers_louvain_1,CEACAM1
epithelial_markers_louvain_1,CEACAM5
epithelial_markers_louvain_1,CEACAM6
epithelial_markers_louvain_1,CEACAM7
epithelial_markers_louvain_1,EHF
epithelial_markers_louvain_1,ELF3
epithelial_markers_louvain_1,EPCAM
epithelial_markers_louvain_1,FAS
epithelial_markers_louvain_1,FUT2
epithelial_markers_louvain_1,FUT3
epithelial_markers_louvain_1,GALE
epithelial_markers_louvain_1,GALNT3
epithelial_markers_louvain_1,GALNT7
epithelial_markers_louvain_1,GMDS
epithelial_markers_louvain_1,HSP90AA1
epithelial_markers_louvain_1,HSPA5
epithelial_markers_louvain_1,KRT18
epithelial_markers_louvain_1,KRT19
epithelial_markers_louvain_1,KRT7
epithelial_markers_louvain_1,KRT8
epithelial_markers_louvain_1,MUC1
epithelial_markers_louvain_1,NQO1
epithelial_markers_louvain_1,PALB2
epithelial_markers_louvain_1,PHLDA2
epithelial_markers_louvain_1,PLPP2
epithelial_markers_louvain_1,PSCA
epithelial_markers_louvain_1,RHOA
epithelial_markers_louvain_1,RNF128
epithelial_markers_louvain_1,SLC22A18
epithelial_markers_louvain_1,SORD
epithelial_markers_louvain_1,SPAG1
epithelial_markers_louvain_1,SPDEF
epithelial_markers_louvain_1,TACSTD2
epithelial_markers_louvain_1,TFF1
epithelial_markers_louvain_1,TFF3
epithelial_markers_louvain_1,TOX3
epithelial_markers_louvain_1,TSPAN8
epithelial_markers_louvain_1,YWHAB
epithelial_markers_louvain_1,YWHAZ
epithelial_markers_louvain_2,ADGRG1
epithelial_markers_louvain_2,AP1M2
epithelial_markers_louvain_2,ARRB1
epithelial_markers_louvain_2,ATP2C2
epithelial_markers_louvain_2,BCAS1
epithelial_markers_louvain_2,BSPRY
epithelial_markers_louvain_2,CD2AP
epithelial_markers_louvain_2,CDH1
epithelial_markers_louvain_2,CKMT1A
epithelial_markers_louvain_2,CLDN3
epithelial_markers_louvain_2,CLDN4
epithelial_markers_louvain_2,CLDN7
epithelial_markers_louvain_2,CXADR
epithelial_markers_louvain_2,DSG2
epithelial_markers_louvain_2,DSP
epithelial_markers_louvain_2,ELMO3
epithelial_markers_louvain_2,EPS8L1
epithelial_markers_louvain_2,ESRP1
epithelial_markers_louvain_2,ESRP2
epithelial_markers_louvain_2,EXPH5
epithelial_markers_louvain_2,F11R
epithelial_markers_louvain_2,FA2H
epithelial_markers_louvain_2,FLNA
epithelial_markers_louvain_2,FXYD3
epithelial_markers_louvain_2,GPRC5A
epithelial_markers_louvain_2,GRHL2
epithelial_markers_louvain_2,GRM2
epithelial_markers_louvain_2,IRF6
epithelial_markers_louvain_2,JUP
epithelial_markers_louvain_2,LAD1
epithelial_markers_louvain_2,LLGL2
epithelial_markers_louvain_2,LRRC1
epithelial_markers_louvain_2,LSR
epithelial_markers_louvain_2,LUM
epithelial_markers_louvain_2,MLPH
epithelial_markers_louvain_2,MPZL2
epithelial_markers_louvain_2,MYO5C
epithelial_markers_louvain_2,MYO6
epithelial_markers_louvain_2,OCLN
epithelial_markers_louvain_2,OVOL2
epithelial_markers_louvain_2,PERP
epithelial_markers_louvain_2,PKP1
epithelial_markers_louvain_2,PKP3
epithelial_markers_louvain_2,PLLP
epithelial_markers_louvain_2,POF1B
epithelial_markers_louvain_2,PPL
epithelial_markers_louvain_2,PPP2R2C
epithelial_markers_louvain_2,PRR15L
epithelial_markers_louvain_2,PRSS8
epithelial_markers_louvain_2,RAB25
epithelial_markers_louvain_2,RBM47
epithelial_markers_louvain_2,S100A14
epithelial_markers_louvain_2,S100P
epithelial_markers_louvain_2,SCNN1A
epithelial_markers_louvain_2,SH3YL1
epithelial_markers_louvain_2,SLC35A3
epithelial_markers_louvain_2,SLC35B4
epithelial_markers_louvain_2,SOS1
epithelial_markers_louvain_2,SPINT1
epithelial_markers_louvain_2,SPINT2
epithelial_markers_louvain_2,ST14
epithelial_markers_louvain_2,SYNGR2
epithelial_markers_louvain_2,TAB1
epithelial_markers_louvain_2,TJP2
epithelial_markers_louvain_2,TJP3
epithelial_markers_louvain_2,TMEM30B
epithelial_markers_louvain_2,TMPRSS2
epithelial_markers_louvain_2,TMPRSS4
epithelial_markers_louvain_2,TPD52
epithelial_markers_louvain_2,TRPM4
epithelial_markers_louvain_2,VAMP8
epithelial_markers_louvain_3,C4orf19
epithelial_markers_louvain_3,CBLC
epithelial_markers_louvain_3,DDR1
epithelial_markers_louvain_3,EPN3
epithelial_markers_louvain_3,EPS8L2
epithelial_markers_louvain_3,ERBB2
epithelial_markers_louvain_3,ERBB3
epithelial_markers_louvain_3,EZR
epithelial_markers_louvain_3,FGFR3
epithelial_markers_louvain_3,GDF15
epithelial_markers_louvain_3,MISP
epithelial_markers_louvain_3,MST1R
epithelial_markers_louvain_3,PLS1
epithelial_markers_louvain_3,PTK6
epithelial_markers_louvain_3,RAB11FIP1
epithelial_markers_louvain_3,SDC4
epithelial_markers_louvain_3,SLC44A4
epithelial_markers_louvain_3,STAP2
epithelial_markers_louvain_3,STK26
epithelial_markers_louvain_3,STYK1
epithelial_markers_louvain_3,TOB1
epithelial_markers_louvain_3,TSPAN1
epithelial_markers_louvain_3,VAV3
mesenchymal_markers_louvain_0,ACTA2
mesenchymal_markers_louvain_0,AKAP12
mesenchymal_markers_louvain_0,ANXA2
mesenchymal_markers_louvain_0,AP1S2
mesenchymal_markers_louvain_0,ARRB1
mesenchymal_markers_louvain_0,BASP1
mesenchymal_markers_louvain_0,CALD1
mesenchymal_markers_louvain_0,CAP2
mesenchymal_markers_louvain_0,CAPG
mesenchymal_markers_louvain_0,CAVIN1
mesenchymal_markers_louvain_0,CEP170
mesenchymal_markers_louvain_0,CHN1
mesenchymal_markers_louvain_0,CRYAB
mesenchymal_markers_louvain_0,CSRP2
mesenchymal_markers_louvain_0,CTNNB1
mesenchymal_markers_louvain_0,EGFR
mesenchymal_markers_louvain_0,FHL1
mesenchymal_markers_louvain_0,FLNA
mesenchymal_markers_louvain_0,GAPDH
mesenchymal_markers_louvain_0,GEM
mesenchymal_markers_louvain_0,GFAP
mesenchymal_markers_louvain_0,GFPT2
mesenchymal_markers_louvain_0,GPM6B
mesenchymal_markers_louvain_0,GUCY1B1
mesenchymal_markers_louvain_0,HEG1
mesenchymal_markers_louvain_0,IFFO1
mesenchymal_markers_louvain_0,MCM7
mesenchymal_markers_louvain_0,MYH10
mesenchymal_markers_louvain_0,MYL9
mesenchymal_markers_louvain_0,MYLK
mesenchymal_markers_louvain_0,NNMT
mesenchymal_markers_louvain_0,PFN2
mesenchymal_markers_louvain_0,PMEPA1
mesenchymal_markers_louvain_0,RHOA
mesenchymal_markers_louvain_0,RHOB
mesenchymal_markers_louvain_0,SACS
mesenchymal_markers_louvain_0,SAT1
mesenchymal_markers_louvain_0,SEPTIN6
mesenchymal_markers_louvain_0,SGCB
mesenchymal_markers_louvain_0,SGCD
mesenchymal_markers_louvain_0,SGCG
mesenchymal_markers_louvain_0,SLC6A8
mesenchymal_markers_louvain_0,SMAD2
mesenchymal_markers_louvain_0,SNTB1
mesenchymal_markers_louvain_0,SYNM
mesenchymal_markers_louvain_0,TAGLN
mesenchymal_markers_louvain_0,TP53
mesenchymal_markers_louvain_0,TPM1
mesenchymal_markers_louvain_0,TPM2
mesenchymal_markers_louvain_0,TPM4
mesenchymal_markers_louvain_0,YWHAB
mesenchymal_markers_louvain_0,YWHAE
mesenchymal_markers_louvain_1,ANGPTL2
mesenchymal_markers_louvain_1,ANK2
mesenchymal_markers_louvain_1,COMP
mesenchymal_markers_louvain_1,COPA
mesenchymal_markers_louvain_1,CRLF1
mesenchymal_markers_louvain_1,DPYSL3
mesenchymal_markers_louvain_1,DST
mesenchymal_markers_louvain_1,DTNA
mesenchymal_markers_louvain_1,EDIL3
mesenchymal_markers_louvain_1,FERMT2
mesenchymal_markers_louvain_1,FLRT2
mesenchymal_markers_louvain_1,FN1
mesenchymal_markers_louvain_1,ITGA2
mesenchymal_markers_louvain_1,ITGA5
mesenchymal_markers_louvain_1,ITGAV
mesenchymal_markers_louvain_1,ITGB1
mesenchymal_markers_louvain_1,ITGB3
mesenchymal_markers_louvain_1,ITGB5
mesenchymal_markers_louvain_1,JAM2
mesenchymal_markers_louvain_1,JAM3
mesenchymal_markers_louvain_1,LAMA1
mesenchymal_markers_louvain_1,LAMA2
mesenchymal_markers_louvain_1,LAMA3
mesenchymal_markers_louvain_1,LAMC1
mesenchymal_markers_louvain_1,LAMC2
mesenchymal_markers_louvain_1,LGALS1
mesenchymal_markers_louvain_1,MAGEE1
mesenchymal_markers_louvain_1,MAP1B
mesenchymal_markers_louvain_1,PDLIM4
mesenchymal_markers_louvain_1,QSOX1
mesenchymal_markers_louvain_1,SYNE1
mesenchymal_markers_louvain_1,SYNE3
mesenchymal_markers_louvain_1,TGM2
mesenchymal_markers_louvain_1,TNC
mesenchymal_markers_louvain_1,TNS1
mesenchymal_markers_louvain_2,AKT3
mesenchymal_markers_louvain_2,BDNF
mesenchymal_markers_louvain_2,CAV1
mesenchymal_markers_louvain_2,CDK14
mesenchymal_markers_louvain_2,CLIC4
mesenchymal_markers_louvain_2,FAS
mesenchymal_markers_louvain_2,FYN
mesenchymal_markers_louvain_2,GLYR1
mesenchymal_markers_louvain_2,GNG11
mesenchymal_markers_louvain_2,GPX7
mesenchymal_markers_louvain_2,JUN
mesenchymal_markers_louvain_2,MAF
mesenchymal_markers_louvain_2,MAFB
mesenchymal_markers_louvain_2,MAPK1
mesenchymal_markers_louvain_2,MEOX2
mesenchymal_markers_louvain_2,NAP1L3
mesenchymal_markers_louvain_2,NR3C1
mesenchymal_markers_louvain_2,OXTR
mesenchymal_markers_louvain_2,PLEKHO1
mesenchymal_markers_louvain_2,PLXNC1
mesenchymal_markers_louvain_2,RGS2
mesenchymal_markers_louvain_2,RGS4
mesenchymal_markers_louvain_2,RPS6
mesenchymal_markers_louvain_2,SCG2
mesenchymal_markers_louvain_2,STAT3
mesenchymal_markers_louvain_2,TRPC1
mesenchymal_markers_louvain_2,VEGFA
mesenchymal_markers_louvain_3,ANPEP
mesenchymal_markers_louvain_3,AREG
mesenchymal_markers_louvain_3,AXL
mesenchymal_markers_louvain_3,BICC1
mesenchymal_markers_louvain_3,C1R
mesenchymal_markers_louvain_3,C1S
mesenchymal_markers_louvain_3,CADM1
mesenchymal_markers_louvain_3,CCN1
mesenchymal_markers_louvain_3,CCN2
mesenchymal_markers_louvain_3,CD44
mesenchymal_markers_louvain_3,CD59
mesenchymal_markers_louvain_3,CEACAM5
mesenchymal_markers_louvain_3,CLEC2B
mesenchymal_markers_louvain_3,COLEC12
mesenchymal_markers_louvain_3,ENO2
mesenchymal_markers_louvain_3,ENPP2
mesenchymal_markers_louvain_3,EVI2A
mesenchymal_markers_louvain_3,FGF2
mesenchymal_markers_louvain_3,GADD45A
mesenchymal_markers_louvain_3,GADD45B
mesenchymal_markers_louvain_3,GLIPR1
mesenchymal_markers_louvain_3,GPC1
mesenchymal_markers_louvain_3,HMGA2
mesenchymal_markers_louvain_3,ICAM1
mesenchymal_markers_louvain_3,IGF1
mesenchymal_markers_louvain_3,IGF1R
mesenchymal_markers_louvain_3,IGFBP2
mesenchymal_markers_louvain_3,IGFBP3
mesenchymal_markers_louvain_3,IGFBP4
mesenchymal_markers_louvain_3,IGFBP5
mesenchymal_markers_louvain_3,IL6
mesenchymal_markers_louvain_3,LHFPL6
mesenchymal_markers_louvain_3,LRP1
mesenchymal_markers_louvain_3,LY96
mesenchymal_markers_louvain_3,MEST
mesenchymal_markers_louvain_3,MMP1
mesenchymal_markers_louvain_3,MMP14
mesenchymal_markers_louvain_3,MMP2
mesenchymal_markers_louvain_3,MMP3
mesenchymal_markers_louvain_3,NOTCH2
mesenchymal_markers_louvain_3,NT5E
mesenchymal_markers_louvain_3,NTM
mesenchymal_markers_louvain_3,NUAK1
mesenchymal_markers_louvain_3,PDGFC
mesenchymal_markers_louvain_3,PDGFRB
mesenchymal_markers_louvain_3,PLAUR
mesenchymal_markers_louvain_3,PTGDS
mesenchymal_markers_louvain_3,PTGIS
mesenchymal_markers_louvain_3,PTHLH
mesenchymal_markers_louvain_3,PTPRC
mesenchymal_markers_louvain_3,PTX3
mesenchymal_markers_louvain_3,RARRES2
mesenchymal_markers_louvain_3,RECK
mesenchymal_markers_louvain_3,SAMSN1
mesenchymal_markers_louvain_3,SDC1
mesenchymal_markers_louvain_3,SDC2
mesenchymal_markers_louvain_3,SDC4
mesenchymal_markers_louvain_3,SERPINE1
mesenchymal_markers_louvain_3,SERPINE2
mesenchymal_markers_louvain_3,SERPINF1
mesenchymal_markers_louvain_3,SERPING1
mesenchymal_markers_louvain_3,SLC2A3
mesenchymal_markers_louvain_3,SPOCK1
mesenchymal_markers_louvain_3,SPP1
mesenchymal_markers_louvain_3,SRGN
mesenchymal_markers_louvain_3,TFPI2
mesenchymal_markers_louvain_3,TGFB1
mesenchymal_markers_louvain_3,TGFBR3
mesenchymal_markers_louvain_3,THBS1
mesenchymal_markers_louvain_3,THY1
mesenchymal_markers_louvain_3,TIMP1
mesenchymal_markers_louvain_3,UCHL1
mesenchymal_markers_louvain_3,VCAM1
mesenchymal_markers_louvain_3,VEGFC
mesenchymal_markers_louvain_3,WWTR1
mesenchymal_markers_louvain_4,ABI3
mesenchymal_markers_louvain_4,ABI3BP
mesenchymal_markers_louvain_4,CCL2
mesenchymal_markers_louvain_4,CCL8
mesenchymal_markers_louvain_4,CD163
mesenchymal_markers_louvain_4,CSF2RB
mesenchymal_markers_louvain_4,CXCL1
mesenchymal_markers_louvain_4,CXCL12
mesenchymal_markers_louvain_4,CXCL13
mesenchymal_markers_louvain_4,CXCL6
mesenchymal_markers_louvain_4,CXCL8
mesenchymal_markers_louvain_4,CXCR4
mesenchymal_markers_louvain_4,F13A1
mesenchymal_markers_louvain_4,FGL2
mesenchymal_markers_louvain_4,GIMAP4
mesenchymal_markers_louvain_4,GIMAP6
mesenchymal_markers_louvain_4,GZMK
mesenchymal_markers_louvain_4,IL10RA
mesenchymal_markers_louvain_4,IL15
mesenchymal_markers_louvain_4,IL32
mesenchymal_markers_louvain_4,MRC1
mesenchymal_markers_louvain_4,MS4A4A
mesenchymal_markers_louvain_4,MS4A6A
mesenchymal_markers_louvain_4,OLFML3
mesenchymal_markers_louvain_4,PVR
mesenchymal_markers_louvain_4,SLIT2
mesenchymal_markers_louvain_4,SLIT3
mesenchymal_markers_louvain_4,TNFAIP3
mesenchymal_markers_louvain_4,TNFRSF12A
mesenchymal_markers_louvain_4,VSIG4
mesenchymal_markers_louvain_5,APLP1
mesenchymal_markers_louvain_5,CDH11
mesenchymal_markers_louvain_5,CDH2
mesenchymal_markers_louvain_5,CDH6
mesenchymal_markers_louvain_5,CRISPLD2
mesenchymal_markers_louvain_5,CYP1B1
mesenchymal_markers_louvain_5,DAB2
mesenchymal_markers_louvain_5,DKK1
mesenchymal_markers_louvain_5,EMP3
mesenchymal_markers_louvain_5,FLI1
mesenchymal_markers_louvain_5,FOXC2
mesenchymal_markers_louvain_5,FXYD5
mesenchymal_markers_louvain_5,FXYD6
mesenchymal_markers_louvain_5,FZD8
mesenchymal_markers_louvain_5,GAS1
mesenchymal_markers_louvain_5,GJA1
mesenchymal_markers_louvain_5,ID2
mesenchymal_markers_louvain_5,KCNJ8
mesenchymal_markers_louvain_5,MPDZ
mesenchymal_markers_louvain_5,MSX1
mesenchymal_markers_louvain_5,PLN
mesenchymal_markers_louvain_5,PMP22
mesenchymal_markers_louvain_5,PRRX1
mesenchymal_markers_louvain_5,QKI
mesenchymal_markers_louvain_5,RUNX1T1
mesenchymal_markers_louvain_5,SFRP1
mesenchymal_markers_louvain_5,SFRP4
mesenchymal_markers_louvain_5,SNAI1
mesenchymal_markers_louvain_5,SNAI2
mesenchymal_markers_louvain_5,STON1
mesenchymal_markers_louvain_5,SYT11
mesenchymal_markers_louvain_5,TCF4
mesenchymal_markers_louvain_5,TUBA1A
mesenchymal_markers_louvain_5,TUBB6
mesenchymal_markers_louvain_5,TWIST1
mesenchymal_markers_louvain_5,TWIST2
mesenchymal_markers_louvain_5,VIM
mesenchymal_markers_louvain_5,WIPF1
mesenchymal_markers_louvain_5,WNT5A
mesenchymal_markers_louvain_5,ZEB1
mesenchymal_markers_louvain_5,ZEB2
mesenchymal_markers_louvain_5,ZFPM2
mesenchymal_markers_louvain_6,ASPN
mesenchymal_markers_louvain_6,BGN
mesenchymal_markers_louvain_6,CTSK
mesenchymal_markers_louvain_6,DCN
mesenchymal_markers_louvain_6,DPT
mesenchymal_markers_louvain_6,DSE
mesenchymal_markers_louvain_6,ECM1
mesenchymal_markers_louvain_6,ECM2
mesenchymal_markers_louvain_6,FAP
mesenchymal_markers_louvain_6,FMOD
mesenchymal_markers_louvain_6,HTRA1
mesenchymal_markers_louvain_6,LRRC15
mesenchymal_markers_louvain_6,LUM
mesenchymal_markers_louvain_6,MATN2
mesenchymal_markers_louvain_6,MATN3
mesenchymal_markers_louvain_6,MGP
mesenchymal_markers_louvain_6,MUSK
mesenchymal_markers_louvain_6,PDZRN3
mesenchymal_markers_louvain_6,POSTN
mesenchymal_markers_louvain_6,PRSS2
mesenchymal_markers_louvain_6,SPARC
mesenchymal_markers_louvain_6,SPARCL1
mesenchymal_markers_louvain_6,SRPX
mesenchymal_markers_louvain_6,TGFBI
mesenchymal_markers_louvain_6,THBS2
mesenchymal_markers_louvain_6,VCAN
mesenchymal_markers_louvain_7,ADAM12
mesenchymal_markers_louvain_7,BMP1
mesenchymal_markers_louvain_7,BNC2
mesenchymal_markers_louvain_7,CALU
mesenchymal_markers_louvain_7,CHRDL1
mesenchymal_markers_louvain_7,COL11A1
mesenchymal_markers_louvain_7,COL12A1
mesenchymal_markers_louvain_7,COL14A1
mesenchymal_markers_louvain_7,COL15A1
mesenchymal_markers_louvain_7,COL16A1
mesenchymal_markers_louvain_7,COL1A1
mesenchymal_markers_louvain_7,COL1A2
mesenchymal_markers_louvain_7,COL3A1
mesenchymal_markers_louvain_7,COL4A1
mesenchymal_markers_louvain_7,COL4A2
mesenchymal_markers_louvain_7,COL5A1
mesenchymal_markers_louvain_7,COL5A2
mesenchymal_markers_louvain_7,COL5A3
mesenchymal_markers_louvain_7,COL6A1
mesenchymal_markers_louvain_7,COL6A2
mesenchymal_markers_louvain_7,COL6A3
mesenchymal_markers_louvain_7,COL7A1
mesenchymal_markers_louvain_7,COL8A2
mesenchymal_markers_louvain_7,COLGALT1
mesenchymal_markers_louvain_7,CTHRC1
mesenchymal_markers_louvain_7,DDR2
mesenchymal_markers_louvain_7,EFEMP1
mesenchymal_markers_louvain_7,EFEMP2
mesenchymal_markers_louvain_7,ELN
mesenchymal_markers_louvain_7,FBLN1
mesenchymal_markers_louvain_7,FBLN2
mesenchymal_markers_louvain_7,FBLN5
mesenchymal_markers_louvain_7,FBN1
mesenchymal_markers_louvain_7,FBN2
mesenchymal_markers_louvain_7,FSTL1
mesenchymal_markers_louvain_7,FSTL3
mesenchymal_markers_louvain_7,FUCA1
mesenchymal_markers_louvain_7,GREM1
mesenchymal_markers_louvain_7,INHBA
mesenchymal_markers_louvain_7,ISLR
mesenchymal_markers_louvain_7,JCAD
mesenchymal_markers_louvain_7,LOX
mesenchymal_markers_louvain_7,LOXL1
mesenchymal_markers_louvain_7,LOXL2
mesenchymal_markers_louvain_7,MFAP4
mesenchymal_markers_louvain_7,MFAP5
mesenchymal_markers_louvain_7,MOXD1
mesenchymal_markers_louvain_7,MXRA5
mesenchymal_markers_louvain_7,NID2
mesenchymal_markers_louvain_7,OLFML2B
mesenchymal_markers_louvain_7,P3H1
mesenchymal_markers_louvain_7,PCOLCE
mesenchymal_markers_louvain_7,PCOLCE2
mesenchymal_markers_louvain_7,PLOD1
mesenchymal_markers_louvain_7,PLOD2
mesenchymal_markers_louvain_7,PLOD3
mesenchymal_markers_louvain_7,PPIB
mesenchymal_markers_louvain_7,SERPINH1
mesenchymal_markers_louvain_7,TIMP3
mesenchymal_markers_louvain_7,TNFRSF11B
mesenchymal_markers_louvain_7,ZCCHC24
fibroblast_signature_louvain_0,ABCC9
fibroblast_signature_louvain_0,AKAP12
fibroblast_signature_louvain_0,AKT1
fibroblast_signature_louvain_0,APPL1
fibroblast_signature_louvain_0,APPL2
fibroblast_signature_louvain_0,AQP1
fibroblast_signature_louvain_0,ARHGAP4
fibroblast_signature_louvain_0,ARHGEF7
fibroblast_signature_louvain_0,BRAF
fibroblast_signature_louvain_0,BRK1
fibroblast_signature_louvain_0,BTC
fibroblast_signature_louvain_0,CAV1
fibroblast_signature_louvain_0,CD300A
fibroblast_signature_louvain_0,CORO1C
fibroblast_signature_louvain_0,DAB2IP
fibroblast_signature_louvain_0,DMTN
fibroblast_signature_louvain_0,DPH1
fibroblast_signature_louvain_0,EEF2
fibroblast_signature_louvain_0,EGFR
fibroblast_signature_louvain_0,EREG
fibroblast_signature_louvain_0,GNA12
fibroblast_signature_louvain_0,GNA13
fibroblast_signature_louvain_0,GNG2
fibroblast_signature_louvain_0,HRAS
fibroblast_signature_louvain_0,ILK
fibroblast_signature_louvain_0,IQGAP1
fibroblast_signature_louvain_0,ITGB1
fibroblast_signature_louvain_0,ITGB1BP1
fibroblast_signature_louvain_0,ITGB3
fibroblast_signature_louvain_0,KCND2
fibroblast_signature_louvain_0,KCNJ8
fibroblast_signature_louvain_0,KDM8
fibroblast_signature_louvain_0,LAMTOR2
fibroblast_signature_louvain_0,LMCD1
fibroblast_signature_louvain_0,MIR145
fibroblast_signature_louvain_0,NF1
fibroblast_signature_louvain_0,NHERF1
fibroblast_signature_louvain_0,NNMT
fibroblast_signature_louvain_0,PAK1
fibroblast_signature_louvain_0,PIP5K1A
fibroblast_signature_louvain_0,PRKCE
fibroblast_signature_louvain_0,PTK2
fibroblast_signature_louvain_0,RAB31
fibroblast_signature_louvain_0,RAC1
fibroblast_signature_louvain_0,RGS4
fibroblast_signature_louvain_0,RPS6
fibroblast_signature_louvain_0,SGPL1
fibroblast_signature_louvain_0,SPHK1
fibroblast_signature_louvain_0,TNS1
fibroblast_signature_louvain_0,VCL
fibroblast_signature_louvain_1,ACTA2
fibroblast_signature_louvain_1,AEBP1
fibroblast_signature_louvain_1,AGT
fibroblast_signature_louvain_1,ANTXR1
fibroblast_signature_louvain_1,B4GALT7
fibroblast_signature_louvain_1,BRS3
fibroblast_signature_louvain_1,C1QL4
fibroblast_signature_louvain_1,C6orf89
fibroblast_signature_louvain_1,CALD1
fibroblast_signature_louvain_1,CCN3
fibroblast_signature_louvain_1,CD248
fibroblast_signature_louvain_1,CDH11
fibroblast_signature_louvain_1,COL3A1
fibroblast_signature_louvain_1,DDR2
fibroblast_signature_louvain_1,FAP
fibroblast_signature_louvain_1,FBLN1
fibroblast_signature_louvain_1,FGF10
fibroblast_signature_louvain_1,FGF2
fibroblast_signature_louvain_1,FN1
fibroblast_signature_louvain_1,FUT8
fibroblast_signature_louvain_1,GAS6
fibroblast_signature_louvain_1,HAS1
