gene,score,bucket,sub_bucket_id,sub_bucket_label,n_genes
PIK3R1,Immunogenicity,Inflammation,inflammation_louvain_5,Fc receptor-mediated Signalling,30
PLCG2,Immunogenicity,Inflammation,inflammation_louvain_5,Fc receptor-mediated Signalling,30
RTN4,Immunogenicity,Inflammation,inflammation_louvain_5,Fc receptor-mediated Signalling,30
SLAMF1,Immunogenicity,Inflammation,inflammation_louvain_5,Fc receptor-mediated Signalling,30
SYK,Immunogenicity,Inflammation,inflammation_louvain_5,Fc receptor-mediated Signalling,30
TREM2,Immunogenicity,Inflammation,inflammation_louvain_5,Fc receptor-mediated Signalling,30
TYROBP,Immunogenicity,Inflammation,inflammation_louvain_5,Fc receptor-mediated Signalling,30
C3,Immunogenicity,Inflammation,inflammation_louvain_6,Integrin Signalling,5
FCN1,Immunogenicity,Inflammation,inflammation_louvain_6,Integrin Signalling,5
ITGAM,Immunogenicity,Inflammation,inflammation_louvain_6,Integrin Signalling,5
ITGB2,Immunogenicity,Inflammation,inflammation_louvain_6,Integrin Signalling,5
JAM3,Immunogenicity,Inflammation,inflammation_louvain_6,Integrin Signalling,5
IFNG,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IFNGR1,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IFNGR2,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IL13,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IL20RB,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IL2RA,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IL4,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IL4R,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
IL5RA,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
JAK2,Immunogenicity,Inflammation,inflammation_louvain_10,JAK-STAT Signalling Pathway,10
ANXA3,Immunogenicity,Inflammation,inflammation_louvain_3,Leukocyte Degranulation,7
CPLX2,Immunogenicity,Inflammation,inflammation_louvain_3,Leukocyte Degranulation,7
SNAP23,Immunogenicity,Inflammation,inflammation_louvain_3,Leukocyte Degranulation,7
STXBP2,Immunogenicity,Inflammation,inflammation_louvain_3,Leukocyte Degranulation,7
STXBP3,Immunogenicity,Inflammation,inflammation_louvain_3,Leukocyte Degranulation,7
VAMP2,Immunogenicity,Inflammation,inflammation_louvain_3,Leukocyte Degranulation,7
VAMP7,Immunogenicity,Inflammation,inflammation_louvain_3,Leukocyte Degranulation,7
CD44,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
CDC42,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
DOCK2,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
EZR,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
RAP1A,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
RASGRP1,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
RASGRP2,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
SELE,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
VCAM1,Immunogenicity,Inflammation,inflammation_louvain_8,Leukocyte Transendothelial Migration,9
ALOX5,Immunogenicity,Inflammation,inflammation_louvain_2,Leukotriene Biosynthesis,7
ALOX5AP,Immunogenicity,Inflammation,inflammation_louvain_2,Leukotriene Biosynthesis,7
CSF2RA,Immunogenicity,Inflammation,inflammation_louvain_2,Leukotriene Biosynthesis,7
DMBT1,Immunogenicity,Inflammation,inflammation_louvain_2,Leukotriene Biosynthesis,7
GRB2,Immunogenicity,Inflammation,inflammation_louvain_2,Leukotriene Biosynthesis,7
LAT2,Immunogenicity,Inflammation,inflammation_louvain_2,Leukotriene Biosynthesis,7
SFTPD,Immunogenicity,Inflammation,inflammation_louvain_2,Leukotriene Biosynthesis,7
AHCY,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
CARD8,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
CASP1,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
IKBKB,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
IL37,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
NLRP6,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
PYCARD,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
TNF,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
XIAP,Immunogenicity,Inflammation,inflammation_louvain_0,NLRP6 Inflammasome Signalling,9
HSP90AA1,Immunogenicity,Inflammation,inflammation_louvain_9,NOD Signalling,6
NOD1,Immunogenicity,Inflammation,inflammation_louvain_9,NOD Signalling,6
NOD2,Immunogenicity,Inflammation,inflammation_louvain_9,NOD Signalling,6
PARK7,Immunogenicity,Inflammation,inflammation_louvain_9,NOD Signalling,6
PRDX2,Immunogenicity,Inflammation,inflammation_louvain_9,NOD Signalling,6
TRAF3IP2,Immunogenicity,Inflammation,inflammation_louvain_9,NOD Signalling,6
ALCAM,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
CD6,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
EGFR,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
GRN,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
LGALS1,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
NEDD4,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
PRKCE,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
RAB5A,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
RABGEF1,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
SCNN1B,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
TNFRSF1A,Immunogenicity,Inflammation,inflammation_louvain_1,T-Cell Co-Stimulatory Checkpoint,11
MDK,Immunogenicity,Inflammation,inflammation_louvain_12,Th1/Th2 Cell Differentiation,5
NOTCH1,Immunogenicity,Inflammation,inflammation_louvain_12,Th1/Th2 Cell Differentiation,5
NOTCH2,Immunogenicity,Inflammation,inflammation_louvain_12,Th1/Th2 Cell Differentiation,5
PTN,Immunogenicity,Inflammation,inflammation_louvain_12,Th1/Th2 Cell Differentiation,5
RBPJ,Immunogenicity,Inflammation,inflammation_louvain_12,Th1/Th2 Cell Differentiation,5
AKT1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
AKT2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
AKT3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
CASP3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
CITED1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
CREB1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
CREB3L1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
CRTC3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
CYP27B1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
EP300,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
FOXP1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
GNB1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
GZMB,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
HSP90AA1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
MRGPRX2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
NEDD4,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
NOS2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
NPY,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
RPS6KB1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
SCNN1B,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
SLC30A8,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
SMAD2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
WNT5A,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_11,Akt/CREB Transcriptional Signalling,23
CD44,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
CD74,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
CIITA,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
HLA-DPA1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
HLA-DQB2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
HLA-DRA,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
HYAL2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
LAG3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
RFX5,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
SPP1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_10,Antigen Processing and Presentation,10
CCL1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL11,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL13,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL15,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL16,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL17,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL18,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL19,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL20,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL21,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL22,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL24,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL25,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL26,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL3L1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL4,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL4L2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL5,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL7,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CCL8,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CX3CL1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CX3CR1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CXCL10,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CXCL11,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CXCL16,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CXCL8,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
CXCL9,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
XCL1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
XCL2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_9,Chemokine Signalling,31
C3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
CFB,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
CFD,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
CFH,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
CFHR5,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
CFP,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
COLEC10,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
COLEC11,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
CR1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
CR2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
FCN1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
FCN2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
FCN3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
IFITM1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
ITGAM,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
ITGB2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
MASP1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
MASP2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
MBL2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
VSIG4,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_8,Complement & Coagulation Cascade,20
ADAM10,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
C5,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
C5AR1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
C7,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
C8A,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
C8B,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
C8G,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
C9,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
CD2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
CLU,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
HAMP,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
IGLL5,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
LCK,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_1,Complement Activation,13
ACTG1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
ACTN1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
AGER,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
ANXA1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
APP,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
CDC42,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
CLDN1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
DOCK2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
DYSF,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
FOS,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
FPR2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
GSN,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
HMGB1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
JUN,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAP2K1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAP2K2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAP2K3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAP2K4,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAP2K6,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAP2K7,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK11,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK12,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK13,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK14,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK8,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPK9,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MAPT,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
MYH9,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
NUB1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
OAS1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
OAS2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
PARD3,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
RAP1A,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
RASGRP1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
RASGRP2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
RHOA,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
S100A13,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
SHMT2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
SNCA,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
SP100,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
TP53,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
UBD,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
WAS,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_0,DAMP-Mediated MAPK Signalling,45
ADAR,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_2,Epigenetic Innate Immune Regulation,6
BRD4,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_2,Epigenetic Innate Immune Regulation,6
CSNK2B,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_2,Epigenetic Innate Immune Regulation,6
EIF2AK2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_2,Epigenetic Innate Immune Regulation,6
JMJD6,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_2,Epigenetic Innate Immune Regulation,6
LYST,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_2,Epigenetic Innate Immune Regulation,6
IFNA1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA10,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA13,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA14,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA16,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA17,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA21,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA4,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA5,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA6,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA7,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNA8,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNAR1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNAR2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNB1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNG,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNGR1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNGR2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNLR1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IFNW1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL10RB,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL12A,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL12B,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL12RB1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL13,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL23R,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL4,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IL6,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IRF1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
IRF8,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
ISG15,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
JAK1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
JAK2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
MX1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
PRKCE,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
STAT1,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
STAT2,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
STAT5B,Immunogenicity,Innate Immune Activation,innate_immune_activation_louvain_12,JAK-STAT Signalling Pathway,40
